Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
9/9/2024,IT,66033,190510,102143,236866,89462,33312,15846,326101,50007,80006,52622,56413,8806,77,90,84524,2707818,3433500,714827,1436395,2.59,2.55,-12.06,11.27,22.06,16.28,10.41,38.18,19.59,368786,9.39,181478,248336,3466,139804,522457,24470
12/11/2020,Finance,196886,358794,20022,205475,140061,49416,-5769,36486,47416,-14259,112854,74532,15703,39,55,206207,3512004,2912666,2813647,1498036,2.44,2.25,2.9,40.23,17.02,18.8,36.87,12.71,30.07,198305,5.12,77397,195571,2720,198146,65652,432940
7/14/2017,Marketing,83121,118506,184774,84624,16336,111458,53070,117898,237957,-39052,752373,15310,96849,43,116,95607,2272758,3934424,1150947,1495182,0.59,1.49,-23.44,42.15,22.17,13.01,44.13,43.59,19.74,421794,5.89,20970,296977,3381,80362,81666,21030
5/15/2017,HR,140210,340533,121568,173994,75350,43592,108195,325152,98648,17605,877364,39744,162798,44,92,-60898,1688528,3582264,2717352,103983,2.94,0.59,27.01,22.41,-9.54,12.73,36.46,6.72,32.63,145444,3.89,137146,274858,3325,124671,976563,462642
7/21/2019,Finance,202219,355440,170537,124031,123963,43125,78776,184927,282240,24380,766156,136154,83148,46,41,167442,1046007,2092643,769141,31762,2.07,3.35,-8.69,14.08,-9.68,-3.81,28.36,42.63,20.84,283618,8.4,199338,225922,229,30317,177159,191587
9/20/2017,IT,436134,158298,23434,103198,9862,83035,91897,358886,137328,92140,88004,186651,148791,16,99,-95023,2856456,2095561,1117881,480446,2.11,0.66,9.29,36.92,12.5,15.87,44.25,38.06,5.62,348392,5.76,182128,191074,4701,61278,426063,86384
2/28/2021,Finance,451830,351328,103493,222062,146945,27479,-17853,395727,272603,61758,632308,85749,191012,57,60,110085,4267429,1924130,212456,53443,0.98,2.84,10.65,26.34,12.69,19.0,35.17,20.53,30.28,54591,1.23,135595,42541,3191,107636,64598,384022
9/20/2022,Sales,96700,127266,147211,47612,49768,124225,45366,106589,257164,-27449,726356,65864,91041,51,83,124708,3981472,1066522,1906874,938368,2.47,1.02,-25.16,18.33,-3.87,15.48,76.08,46.87,5.18,16340,7.3,171219,228934,2900,32728,756261,283683
3/6/2022,Finance,325424,548523,61498,221188,90864,109849,115994,65774,189368,-32695,997255,159164,21760,18,16,-25656,2544761,1642455,2436861,1825896,2.06,1.15,-18.26,-10.87,17.95,12.31,53.76,19.68,7.04,87975,2.63,153812,299821,1191,68279,496055,470767
1/15/2022,HR,412950,427065,75812,20200,21676,98664,86726,109454,283275,-22651,871518,90041,71348,119,114,217778,2838764,3707136,2712567,1866112,2.05,2.51,27.13,14.42,-4.21,-2.9,66.97,11.74,38.36,353411,9.66,172074,165790,3159,142513,383508,180908
7/28/2015,Finance,378016,518349,99003,41831,137735,101625,87291,169231,43848,69000,13351,92969,178173,39,60,-81257,484513,2967369,2103001,1040413,0.81,2.83,-10.94,-11.36,24.2,12.91,12.32,17.19,21.55,184178,3.43,121731,110777,3929,162234,271886,215089
3/30/2021,HR,341969,181555,123924,110805,69007,197482,126087,228373,74975,-13370,55481,79781,38465,28,68,152984,4702117,981540,1736024,1589858,2.35,2.3,-24.12,22.31,18.86,18.23,40.2,38.74,9.18,409049,2.49,72713,69444,4169,62940,264024,436814
12/23/2016,HR,100810,398579,138820,248513,148665,37385,72994,233344,178902,88512,74414,185245,199696,88,112,119377,2968481,3686259,1359147,1296190,1.7,2.73,-29.34,30.59,6.81,10.84,10.92,11.17,9.99,289653,5.76,123240,25382,146,37124,549601,67578
7/19/2023,Marketing,429110,71123,193920,259256,119497,181319,55015,396120,20062,99980,619480,179791,159916,34,46,29086,1403452,3813043,1623818,155474,1.87,3.19,-27.9,21.81,16.02,-2.06,71.85,33.2,33.6,64692,8.05,64584,254005,3585,172188,719643,162581
7/31/2020,Sales,322279,295417,176563,164918,84574,77747,141705,390184,159752,65254,460938,53400,109292,72,106,170659,1338938,1243748,142402,1131822,0.9,1.23,-15.14,1.1,1.41,16.03,10.69,13.39,15.63,342864,2.6,15067,16136,2737,131951,158330,153492
5/24/2017,Marketing,96642,315489,156397,265016,139176,59771,959,192672,274786,85201,596642,90155,71243,43,46,101215,4520984,2914027,1374900,1222424,1.11,3.03,25.17,-0.99,23.01,13.63,42.93,22.11,17.14,336531,3.42,133249,294417,2737,166506,175215,248398
1/29/2017,Operations,317016,436032,170418,194287,41065,14164,110926,84729,228527,30660,478374,39093,165282,42,109,180490,4723231,517079,2468114,901862,1.17,2.7,24.45,9.89,-6.51,12.91,29.96,22.33,21.13,408128,1.01,39492,229039,1741,71271,430563,127265
5/6/2021,HR,102711,423260,89968,274227,14400,161013,-2816,362633,184043,43639,658481,195134,140108,88,40,75204,4892723,2522748,2342716,1251072,2.7,1.46,2.55,29.44,22.59,12.13,22.63,34.93,20.24,494993,3.41,188294,208117,3247,91106,207044,490930
3/8/2023,Finance,151558,307957,104067,297276,39941,21743,-7084,32757,100040,93252,417198,5570,121681,46,89,221798,2249384,3697950,1109860,27562,2.51,0.98,16.97,12.92,24.05,-3.22,14.48,21.1,12.57,336445,3.63,36732,239525,3285,105903,535270,380970
10/8/2021,Marketing,159135,377821,45658,20279,107877,150855,144750,306696,230877,31043,51429,91490,50489,48,69,238347,3620614,2354286,1664914,82581,0.29,2.79,-29.38,-8.76,15.01,-4.4,61.73,8.71,15.08,64119,3.08,90511,141020,3752,134867,438456,89123
2/22/2024,IT,259194,380553,67180,228628,88365,190060,100674,184174,222975,78127,178997,156721,182194,36,107,-23878,4440381,691680,606484,883339,1.19,1.18,16.32,0.94,13.17,12.33,76.44,13.88,13.45,285578,9.87,139609,157328,2584,62188,527330,130537
2/21/2017,IT,489286,196141,94655,45956,134052,122318,96512,296096,252947,-7965,243956,36002,177411,99,44,6509,4919264,2563717,193326,541675,1.87,0.63,-23.39,33.29,-0.87,14.27,75.54,14.31,22.21,86820,5.42,149368,202850,2088,71563,105336,16490
5/18/2019,Operations,187141,489525,66493,138581,79574,88388,105112,222060,230034,65106,178968,135226,195340,81,88,131998,656878,113628,2351206,423487,0.66,3.46,6.93,44.63,-5.03,10.37,72.83,38.77,37.81,115551,7.52,154071,21553,2452,64344,292527,163407
6/9/2015,Marketing,68294,475251,48015,292025,128834,75416,26458,393709,60560,52244,168263,151039,179695,72,52,84934,134085,935372,1920184,1470842,2.87,3.49,12.05,21.88,11.09,16.94,13.34,48.13,5.54,469888,1.95,115038,64371,3641,114983,768365,112928
4/12/2019,HR,63182,376004,30605,117643,69360,71226,23963,57585,210854,92078,980574,39205,136053,67,18,21245,3775603,2688413,756689,1784338,2.0,0.76,5.71,12.95,3.82,12.5,48.09,23.09,14.16,161170,3.24,190072,35836,2747,186228,657440,274130
6/25/2023,HR,406827,446440,50165,274927,31696,195868,42162,363110,99093,37816,620662,113857,186073,66,88,234068,923870,581650,550630,1721764,0.56,3.44,-28.01,5.71,11.08,-4.9,47.0,48.21,17.57,496162,2.33,10258,211152,3159,156724,745835,330271
5/20/2020,Sales,459759,66827,194287,106819,122046,185693,-13855,224111,91443,79623,548665,119786,176004,83,72,72497,1162505,2043167,1275365,76322,0.88,2.72,-15.56,49.6,14.49,-2.04,52.93,5.44,31.97,89144,9.47,25541,110565,1813,157219,584849,138844
11/21/2021,Finance,90720,111512,63319,280410,10290,22600,144341,298255,30445,3846,938670,29963,147394,15,61,70730,4496718,2978355,2437302,89630,0.95,2.09,13.33,9.54,-0.38,0.27,41.9,16.15,20.37,187510,1.93,82624,68324,991,91581,719140,16404
7/30/2021,IT,455165,456263,178704,201341,58026,116060,105323,51770,134478,9114,372967,152370,75484,52,72,188660,524315,2642402,1989215,284108,1.79,1.35,4.84,36.12,-8.13,19.4,78.57,49.94,37.28,114892,7.98,65150,159332,1014,178097,91618,362121
7/30/2015,Finance,453509,85634,146242,99329,56786,85382,-6222,39541,128680,-546,880333,86101,117600,116,98,42303,3922267,3984791,1593971,540298,1.77,1.23,25.73,33.61,0.74,18.4,62.47,9.29,12.89,226052,3.95,116287,174157,253,170817,836799,363357
5/27/2017,Sales,430990,496811,114401,177829,77503,185055,108688,305386,228390,-15964,97837,56930,18057,111,82,182709,3739565,390842,1483766,1945964,0.21,3.33,4.4,42.77,0.99,4.77,63.62,38.54,39.54,46665,8.23,149764,103935,1820,98242,46983,360585
9/16/2016,Operations,194505,188478,143256,267271,55106,35343,140642,263800,169518,22954,940293,101465,9946,29,49,195607,1654398,2747107,503366,1285312,0.91,1.72,7.82,-15.03,4.26,18.99,16.62,49.42,22.92,21297,9.86,62333,184331,956,59502,346260,223991
2/20/2017,IT,418582,258302,70149,53175,143415,104017,110508,144755,267150,-19063,32129,167784,169029,48,40,-69608,2440075,217343,2603168,1100356,1.62,1.61,-12.6,12.89,-9.98,-1.96,10.91,9.83,6.65,268519,9.9,162673,12957,382,198342,113828,461398
10/2/2016,Finance,257062,484368,71971,103516,69156,88680,103262,388832,58100,82967,800551,9401,23199,113,13,212282,2644941,3752032,1752306,1002737,2.51,1.13,29.4,13.18,19.87,-1.07,23.8,20.95,36.55,487443,3.16,193895,204516,4275,130744,749735,338703
10/29/2022,Operations,487746,125536,181487,262919,10355,89939,-4277,345305,99439,-6897,968079,61538,67789,14,113,-53676,1235696,208255,2352825,1696692,2.2,1.74,17.42,-13.08,16.78,2.02,24.52,17.06,16.78,257622,4.48,45124,30385,1112,131217,208661,340790
12/28/2022,IT,211456,281915,176801,167168,104742,119115,67172,148303,39729,-18733,574385,171873,198540,31,106,187778,4782275,3850625,2002216,1412785,2.55,0.57,-11.39,3.92,-7.31,8.57,50.44,45.89,6.9,70229,9.02,95983,9809,4392,162428,571877,359729
9/16/2021,Finance,284763,243666,198046,60751,130184,119111,55161,133994,242382,99297,828310,11695,152720,31,20,64535,598798,623455,1677980,1467889,0.27,1.91,-9.03,41.47,2.89,14.63,61.44,6.3,6.72,396228,8.44,7763,121768,808,177815,193531,220835
11/24/2022,Finance,436498,174900,23564,138358,20786,97370,42741,290545,76065,-660,721673,101061,26429,23,98,-33834,1927073,650804,2430704,536469,2.7,1.51,7.13,-1.66,11.94,12.39,67.45,18.29,17.11,361398,7.48,148014,68029,134,147788,424466,31227
5/30/2024,Finance,328033,338938,101974,173305,68507,178468,12645,314512,260161,92102,125791,161269,63218,117,104,-274,2827852,3820034,1499167,34407,1.16,1.6,-7.18,0.42,1.3,7.46,48.1,17.57,16.43,167684,4.3,29743,20280,3237,94516,779353,408586
3/27/2018,Operations,477955,475705,160306,283976,125636,108952,102272,241479,46004,18534,541621,80314,195534,76,27,143498,4756530,1660086,2090164,1929026,0.33,1.13,-25.45,42.2,17.29,19.33,75.25,30.17,36.48,190636,8.91,165449,19591,1011,62469,301987,487612
9/20/2015,IT,331904,527032,109801,76753,20284,101591,53977,305042,292059,65191,968613,173660,97797,87,115,59179,3494831,1913492,2570134,31583,0.25,2.65,25.18,31.3,-2.29,15.66,26.69,20.02,17.28,279130,2.16,179948,226057,625,91114,244780,305259
3/22/2023,Finance,174624,446279,34962,48978,128522,148685,44174,362185,28452,-39473,741917,76963,8654,22,93,37565,298765,2209986,1070170,1864486,1.86,2.65,-4.83,-10.91,23.55,-0.79,49.07,17.36,5.71,303401,3.19,172734,291136,4970,32010,534094,156225
5/31/2016,Sales,279265,455945,192598,27538,89951,182320,-6031,212726,28290,69712,372439,18024,152358,47,101,196526,744252,834626,2046889,1620676,2.83,1.4,22.27,7.69,7.42,18.42,43.07,41.45,20.85,331621,7.91,183698,191610,1237,30112,333989,363798
10/19/2018,Marketing,189241,241614,89080,43834,61634,172060,64227,89887,77882,-12081,862009,58453,128292,69,88,278176,3030490,3163506,2269614,1120172,1.64,1.65,7.38,33.17,15.51,19.16,73.74,8.74,14.72,167199,4.01,50670,17872,512,64539,933634,157137
12/18/2024,Operations,392152,377253,47988,32954,68350,93108,137940,374004,142893,-20617,585955,98428,51699,106,15,253212,914131,968486,1425875,785580,1.9,1.28,1.82,22.58,8.69,-2.89,67.62,40.63,7.01,202023,3.68,116249,220255,3658,134423,609110,292646
10/11/2018,IT,341991,541186,38205,51810,80992,167820,37398,141824,191038,4754,414065,116935,169697,55,102,65732,3349586,3778236,2694322,52811,1.87,1.97,11.8,49.44,10.54,-1.72,21.19,42.21,21.47,423072,7.62,37389,43856,2257,110163,826378,446591
2/25/2024,IT,56365,204731,127804,74665,42960,129094,-17491,216385,199041,63118,610592,28217,144092,14,67,257179,1445027,3977813,2643305,1801117,0.4,1.71,-26.17,8.37,22.7,10.5,48.22,6.13,25.52,292391,2.51,185932,214736,2911,124352,182709,387607
1/20/2024,Sales,291257,365242,158050,81605,133742,99860,24206,196684,96975,8364,44322,182549,17463,25,16,132998,3448918,1306659,2538170,688155,2.1,2.45,-3.94,-6.32,12.79,17.09,69.86,7.87,9.84,21912,2.33,183142,47144,59,124920,84289,18601
8/15/2015,Sales,414276,99884,189535,81202,53415,8542,101815,235521,191620,33750,170068,166210,23743,104,36,-64066,322710,3839780,1558883,1382290,1.22,2.57,-10.08,46.14,-3.62,4.16,13.05,45.0,10.4,401454,6.27,59073,147180,4610,34196,974530,121508
1/28/2017,Operations,247060,215274,120616,269390,134378,89368,147984,326562,262998,98897,599962,151247,80915,13,26,-2259,1223383,2206811,949836,853938,2.7,3.47,-19.25,5.98,17.76,2.66,39.29,35.06,21.16,460395,9.27,156544,36748,905,174136,617164,213233
12/13/2018,Sales,52010,259801,33034,233524,41442,198030,44972,318952,79324,33938,522791,28045,18226,38,10,-47806,1951181,2708875,2662897,912604,1.51,2.01,9.54,20.29,-1.88,16.41,44.66,42.51,18.08,245575,8.89,194937,69032,2752,52067,174057,102862
1/15/2022,Finance,210690,467515,164218,99066,127469,50226,28990,378345,202270,-23733,238298,152603,167482,20,68,109239,1455133,920856,1247189,1213039,2.11,1.1,-13.32,26.43,-3.37,4.01,60.62,47.35,38.67,364560,6.07,101671,62583,4546,165990,673050,433136
10/21/2015,HR,383464,265785,113912,170209,22930,115500,130452,385988,48939,32206,478269,162834,155455,65,81,-56347,3317436,3933105,1685306,1453253,2.13,0.59,-18.89,-16.41,22.36,9.6,30.88,40.29,35.61,17932,9.08,167934,116996,3090,53684,928199,482711
2/25/2023,Sales,221734,160321,76544,20455,84405,191921,18451,346012,118956,79595,643459,136604,90588,85,92,128014,2137842,1643199,685283,631344,1.41,2.83,17.08,-12.57,12.52,13.52,17.4,40.94,12.64,117190,3.65,7676,261594,166,57766,470294,57376
9/26/2020,HR,410421,123093,138911,163180,94996,56782,-15877,295563,69203,58372,394101,41987,193391,88,86,159030,4782373,3931347,518987,1528552,2.68,3.36,3.79,35.27,5.59,5.93,14.11,18.82,26.73,470971,4.34,38345,61726,3121,87680,161865,426024
6/29/2023,IT,202215,292295,50118,127467,66828,177001,8978,44586,199647,12778,161037,101056,56953,73,46,188598,4756672,1278229,2181469,550837,2.2,1.11,4.93,22.1,4.64,-0.79,11.2,10.83,15.15,154591,5.41,10336,284695,4021,92050,240875,449614
11/11/2017,IT,193743,484800,115236,31063,85961,100327,-17966,234914,160814,58013,901682,83937,77076,56,90,-27611,4941876,2273526,2167507,962980,1.0,1.97,18.36,42.18,11.51,17.77,13.84,19.46,26.22,472642,3.82,25929,288427,4550,177701,499276,16366
6/7/2022,Sales,309737,478583,39819,299314,30512,148673,139285,40974,137684,42582,63021,100850,50023,107,68,23117,493518,1748743,1431311,1094276,0.35,1.93,-1.11,40.32,10.69,18.11,56.8,24.3,10.19,211277,4.4,11542,83679,3294,183187,846190,149932
6/26/2022,Marketing,59993,122498,110873,151809,76835,17053,26805,141352,115226,4770,64909,182575,89154,19,67,20524,1060831,3299580,186110,1962579,2.83,0.62,13.22,-1.49,14.21,10.97,38.9,17.5,10.71,33196,1.2,124769,113086,2929,78137,720184,344730
10/30/2017,Operations,158962,360591,103258,16780,113545,145082,77611,394950,270314,-340,570532,67987,127442,42,51,262128,812776,3598658,2873762,1164549,0.77,1.17,-5.93,40.86,18.95,0.57,32.44,48.34,39.92,412390,3.99,125987,178820,3104,168533,942737,401740
6/21/2019,Sales,55098,346203,77565,293740,139251,40339,58085,237852,143206,5253,380547,29794,116295,100,73,-17340,3121348,463618,1927526,853660,0.12,1.09,-18.0,3.03,15.24,3.69,43.91,46.43,36.95,58470,8.04,82426,184933,2552,145307,633410,469059
2/17/2024,Finance,450956,305892,84700,257447,114824,59937,101807,119244,60781,12381,475594,8033,177089,107,117,194218,4582195,2603059,2660707,1808179,0.82,1.3,16.98,-15.68,-4.6,7.1,64.09,27.25,6.5,234964,1.83,18682,200968,3443,147258,832768,172030
12/13/2020,Operations,89160,333375,120574,266265,24776,32936,36098,81838,211992,74538,855751,146515,30506,105,74,198726,3380041,1630635,1632882,1226382,2.64,1.98,-2.96,46.28,2.76,-0.91,21.37,10.76,39.48,64464,8.36,148738,210828,3561,179629,128916,482520
12/19/2023,Finance,79984,71480,159979,196174,82706,125136,72479,264177,137426,76704,191194,51674,58990,62,33,38462,2446693,2177007,535675,1675557,1.83,0.78,16.77,2.91,-8.12,-4.99,55.32,39.7,12.49,357004,5.29,122112,86439,3560,127286,925997,154779
9/12/2022,Sales,133854,162660,71330,134921,119009,187777,83206,139532,155960,-22218,839118,12185,24342,73,93,-65132,566781,2241969,1859391,1366906,1.4,2.27,-0.03,1.19,7.77,10.06,23.17,27.53,15.45,463483,3.93,158354,66889,2957,131175,38527,334087
5/6/2021,Sales,307594,160716,23529,279581,122154,19766,18778,96233,87520,52763,904581,43231,101550,82,84,-82411,2283734,1060472,612706,1794510,2.83,0.73,-21.72,37.62,21.55,15.25,65.72,29.33,21.11,77467,9.6,144338,115575,3981,122740,346906,253707
4/9/2022,HR,370234,178569,21325,127956,35220,147638,1985,389910,104534,23965,798179,116883,115974,97,29,50101,392972,1127568,2521613,459813,2.34,2.09,-11.0,13.62,5.54,8.38,70.01,43.9,7.72,366777,6.91,188946,60884,2724,65262,760610,96205
8/22/2016,HR,490418,251974,151942,23309,26277,40499,87870,251828,296289,50905,234204,8503,115098,77,96,-35358,4480821,712028,663841,1748036,1.76,1.32,10.09,49.79,-1.07,8.25,45.56,34.4,24.94,77555,9.9,70109,20634,1485,157217,197258,302991
5/3/2024,Operations,287538,115758,149644,249640,45184,152066,126273,393534,131549,11844,303615,164030,184859,60,11,-60431,4406269,1267771,2440830,665552,2.63,0.76,-1.17,-3.52,-2.25,2.51,62.25,44.22,10.23,249723,2.47,167855,101492,3908,73417,170437,231270
1/15/2023,IT,338996,489647,40708,91719,55628,43323,46286,132120,239678,46703,234705,56497,151987,91,49,264712,944417,3296806,1560829,1682082,0.61,1.88,-9.17,20.76,22.71,2.12,31.74,11.45,10.98,96918,1.42,87707,118541,1006,31262,171042,69656
4/24/2020,IT,451776,71767,71390,103803,133841,101150,114086,371991,80183,69175,711461,106892,80556,13,82,73272,4667312,2407240,304938,1346287,0.57,0.58,-27.77,-5.74,10.31,18.28,31.98,41.18,5.57,204016,3.4,137567,278837,2352,25573,252476,402901
7/23/2019,Marketing,202081,129900,175822,270826,14895,32766,-362,133872,260768,-40208,246379,36542,179994,55,52,-99574,3485243,2913270,2647592,197162,0.6,1.9,-21.19,-12.42,15.98,1.44,40.86,22.01,18.45,453439,3.83,189909,293444,531,79253,887660,137387
4/25/2016,IT,464118,410887,117753,97450,21851,100997,107719,48867,281477,87571,286943,196513,163161,36,23,96442,3511289,3127714,2908433,1238879,2.32,3.39,-18.03,38.55,12.17,13.55,72.35,16.45,37.67,323559,6.32,19989,220129,1366,116599,281747,295741
1/27/2021,HR,136845,189268,175155,278934,105077,147435,20706,188801,282106,51054,771085,107835,139815,117,102,33448,991984,1311456,409657,1172400,0.16,2.12,23.51,28.32,-9.67,-4.69,19.55,23.1,5.6,439736,8.97,60515,60924,4349,183831,755895,424268
11/29/2017,Finance,68105,400294,67522,64936,60642,98658,102582,101525,287200,-18078,457633,58305,110034,91,84,198791,795382,2621008,321799,1959379,1.11,2.33,-0.2,18.24,-3.78,-0.74,63.76,25.85,13.12,263932,8.49,103013,218176,3635,44309,65299,431822
10/4/2020,IT,206052,72336,20185,205304,127455,135872,-1216,270250,25578,76651,776382,66614,66815,48,109,270736,3716870,3282042,1485756,1923620,2.67,0.98,20.43,-7.23,23.01,7.6,49.47,29.09,13.16,196164,6.09,188840,51068,355,32799,394951,494050
12/29/2019,IT,254490,323435,131884,60537,129262,118141,-7096,256013,254249,19360,994202,114253,69526,33,86,166775,3498149,624406,2090893,1877988,2.08,1.88,5.07,9.17,8.12,19.04,49.57,8.09,34.46,307654,8.11,78482,33033,3563,54445,217950,333908
11/16/2022,Marketing,355760,93638,110534,253311,41251,65974,61521,36776,219603,72181,385293,119081,147345,72,49,146221,1495644,2074145,2742397,1361373,2.38,2.63,-4.45,41.43,21.48,11.09,37.48,46.1,26.07,322700,9.83,49368,116675,2111,121622,456236,17254
4/23/2018,Marketing,128814,520791,36057,295509,144830,12326,143626,59621,233676,59226,359960,43217,182347,102,86,166737,2545019,1140602,1195630,1477268,2.91,1.28,4.91,-7.39,14.18,14.26,53.16,44.27,37.47,159030,7.53,124341,233513,466,57779,953366,492613
11/11/2018,Operations,349134,230945,28500,70843,43321,106044,22293,200138,82635,-26411,459802,22982,113302,101,28,-79513,3772930,3516933,1786402,1117072,0.54,3.11,-19.18,-10.44,-1.6,5.7,57.19,47.47,20.21,290106,5.65,100359,179540,3577,110036,689449,491716
7/4/2022,Operations,144163,330214,125401,279580,135717,119502,113728,101224,146354,16767,762127,159247,86070,73,87,248749,2189565,860008,1387374,602892,2.67,1.66,5.78,14.46,23.54,-3.86,51.45,35.09,39.01,140020,5.4,37891,265888,3173,86184,123523,35860
