Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2023-02-05,Marketing,97616,190978,118369,142046,115549,193721,123549,338526,225318,12017,774383,180226,59147,91,71,247642,2627988,673815,820124,1841686,0.47,2.8,0.44,32.54,20.37,7.44,63.29,17.6,8.53,484207,1.77,10004,62485,1618,106996,482863,383375
2023-02-06,Marketing,247461,528481,185189,101507,116256,9377,132588,122975,151906,91245,22870,102881,120790,26,43,230010,2328365,1924164,610101,702984,1.58,2.47,29.0,4.64,-4.08,18.28,62.98,10.87,25.26,126309,4.31,21234,206579,894,178659,942723,150773
2023-02-07,Marketing,415725,531536,41563,129885,123309,146113,76139,202683,119294,-37593,418650,21395,63731,102,102,280468,1908617,3669122,2484049,269248,1.95,2.45,26.26,45.19,0.99,11.8,27.41,43.58,7.9,126778,1.78,172328,175851,4888,175240,701802,368672
2023-02-08,Marketing,159855,399380,64023,150781,74189,167574,145798,398177,232417,-7275,276681,195179,156272,103,116,144461,4948129,2258934,1435363,1875121,2.67,1.95,-1.28,14.4,22.52,7.74,11.73,45.67,23.12,172133,7.21,96472,137849,4063,46237,584983,273536
2023-02-09,Marketing,199354,332923,134243,177505,57339,84388,33555,317684,154197,10026,227804,186910,123108,41,82,267478,2202810,836928,2383552,1128168,0.34,2.52,9.64,23.99,5.31,15.33,60.18,16.64,22.06,256440,7.65,118460,31263,1726,150680,406089,16093
2023-02-10,Marketing,250559,174362,44214,216807,28185,54806,-14284,156616,257779,95948,264436,90394,35027,100,81,8430,1464155,1896940,2956857,399248,1.48,3.37,3.46,13.97,23.97,17.67,31.82,42.4,21.22,356493,1.41,179004,229394,3533,168933,925911,383434
2023-02-11,Marketing,408558,162807,179355,227374,76285,187230,31364,260281,243668,36050,280409,9742,124238,49,44,-25962,1543617,1913772,1764893,1478271,2.03,1.27,-0.17,9.19,7.46,15.92,12.12,34.23,18.39,176572,4.41,49007,163947,4254,162809,830262,376704
2023-02-12,Marketing,433352,289634,107547,177071,113012,12545,72518,380665,32526,-10084,821745,197242,152552,106,70,94174,1679934,1749107,1502581,838049,2.78,3.01,-26.02,-16.01,17.58,-3.99,42.11,27.71,36.25,27084,2.81,41843,161493,604,78487,735239,109684
2023-02-13,Marketing,244671,467275,21964,95181,95397,102843,4276,45211,113563,-29301,858051,169177,88182,84,69,287696,956719,1879602,1012718,51589,2.48,3.2,-1.56,-8.99,2.43,16.83,79.15,38.61,8.53,202835,8.99,33059,172489,1468,70774,998769,209096
2023-02-14,Marketing,171938,228797,59732,91865,54545,82458,104288,140318,278239,20378,101750,173668,89712,44,44,265891,112318,1251631,2691543,1698162,1.84,1.84,-6.38,15.55,-3.88,12.4,28.61,11.43,38.26,426916,3.54,104719,122248,1496,85293,176783,359972
2023-02-15,Marketing,434554,311633,182317,122257,97142,191155,105554,100931,297262,86182,873725,66930,171800,71,12,110677,3355976,3905935,1974876,1422291,0.29,2.1,-18.8,-10.27,8.22,10.86,47.8,38.5,18.74,497975,9.21,189279,154531,2412,111643,189098,337870
2023-02-16,Marketing,243979,204567,78419,223562,38336,90459,83428,42387,295803,26473,20699,70817,96924,82,113,235282,1167287,2924136,2022544,758759,0.72,0.74,22.48,42.55,-9.83,-1.14,65.74,41.83,20.26,37673,3.91,53487,122317,1481,175179,605275,94901
2023-02-17,Marketing,86957,74819,26561,150167,85756,109908,23805,77147,274440,19241,633980,72144,181547,84,113,-16842,2640354,1919963,1369389,333862,0.36,2.42,23.67,5.08,15.39,10.06,72.78,39.27,25.63,430939,4.7,33293,207985,4657,70475,168537,317731
2023-02-18,Marketing,107010,393920,129724,134097,45031,33418,95596,107952,272379,19194,10459,21261,139578,119,25,113863,4021247,168653,1790312,446241,0.91,1.35,-24.68,37.29,15.83,10.47,55.48,28.34,39.65,19650,2.73,128564,262506,166,65285,653664,396031
2023-02-19,Marketing,473190,265536,145781,217943,144437,101831,7753,93630,27897,38579,28433,112986,161027,91,79,164986,2307074,3194134,1005477,1422524,2.31,2.59,24.8,35.74,1.19,17.06,76.43,40.33,28.06,462278,2.98,85278,268874,1869,76039,993010,160769
2023-02-20,Marketing,198089,183878,199944,229202,20014,150970,130319,114858,231980,67908,743778,46665,191926,30,22,-47309,3060996,2770053,2921759,1785159,0.54,2.24,13.26,2.55,-2.05,-1.85,49.68,43.36,19.35,179720,6.39,130298,180785,2632,101193,156903,249828
2023-02-21,Marketing,319365,526615,48902,172819,97224,165132,70610,332863,169213,-36558,400240,178873,69401,76,24,34167,2658417,3270479,668293,1550457,0.76,2.56,-26.39,14.47,-0.4,2.34,42.66,5.12,37.41,300265,4.22,47477,58088,1902,105126,492531,469169
2023-02-22,Marketing,299204,421474,56111,52106,54637,153527,82333,296168,162367,61429,47167,162931,14787,66,32,137799,604000,1034352,2920835,1857709,1.58,0.53,-28.89,26.4,20.67,3.85,72.34,19.4,39.19,123750,1.96,9751,80479,1675,102315,572582,75302
2023-02-23,Marketing,284330,340137,69168,15320,88108,17634,70094,46562,86753,90696,582661,52159,82808,73,63,245562,2141225,1841130,2226510,1708398,0.71,0.62,-25.82,-11.24,0.23,16.56,73.02,27.67,31.77,41041,4.53,184848,7644,2519,74108,463222,463597
2023-02-24,Marketing,237339,169265,188028,94365,93163,80752,108244,199767,87847,41401,738239,82001,183645,75,58,158370,895028,3849078,1909208,1173677,2.12,3.08,-28.34,23.0,12.76,8.17,65.33,18.13,30.59,367733,3.92,49628,130512,4532,39341,88562,456126
2023-02-25,Marketing,409904,239903,52114,192560,52736,35153,13835,276343,249285,1217,909225,97409,20947,30,39,122384,2627357,352921,2228934,684062,0.89,0.53,-6.59,20.81,6.35,3.4,47.28,30.57,15.74,113515,6.3,131135,230231,1728,21007,411773,495857
2023-02-26,Marketing,175560,242250,130557,219702,30394,199014,-7897,163802,248873,795,192159,34183,85047,119,81,-78397,4132135,2396549,1236590,1812736,0.18,0.81,-4.11,-13.6,23.11,10.37,70.65,48.94,37.87,343761,4.72,146120,31596,4586,98656,717757,397073
2023-02-27,Marketing,73900,429951,67589,72040,144867,120907,81988,238026,92023,56577,895259,26974,11389,21,29,269439,2222364,2881091,2761140,1808496,1.97,1.45,18.95,-2.53,-8.76,7.54,40.76,43.2,13.04,32623,8.34,139675,155465,3287,155587,477866,303029
2023-02-28,Marketing,261720,402766,116882,248204,37576,180914,81237,158126,231581,98052,690083,34274,17734,115,90,86353,3054092,3897724,441211,678124,0.47,0.91,11.26,40.39,24.35,4.64,71.95,34.64,37.74,174583,8.17,36751,244307,4948,196958,646939,315778
2023-03-01,Marketing,279497,281089,86276,236346,135798,81603,58416,298252,102426,47447,798158,102797,13698,61,93,64883,2457891,1181169,1498998,1732960,0.72,0.61,-9.0,24.26,15.79,-4.49,70.06,48.88,25.32,155083,8.27,65324,252670,1438,148546,451643,215947
2023-03-02,Marketing,95138,164412,30933,47872,22380,11821,40772,375856,134198,77163,897217,40221,54381,111,14,249286,2006383,1071266,754089,1954678,2.06,1.74,21.3,1.85,14.38,6.44,58.37,10.9,37.85,347896,9.89,98221,263584,2736,107518,279946,23608
2023-03-03,Marketing,191429,504103,177249,109513,66547,38451,36624,132681,226114,30574,77036,36179,170377,72,30,36293,1886479,2791008,963336,717106,2.25,3.46,-3.51,12.6,-2.91,16.52,71.62,13.1,32.49,201857,2.77,165939,213573,4963,51917,612665,447928
2023-03-04,Marketing,461284,509182,193958,290878,109528,199907,48215,293552,41718,69943,665307,172539,121077,76,63,222639,757470,652624,2076397,284237,0.48,3.38,29.4,31.99,1.57,13.24,56.41,14.79,16.68,113255,8.67,90364,282505,2398,108240,467609,46351
2023-03-05,Marketing,371134,386758,136044,183864,105046,191210,96513,138213,172023,26906,477135,109893,84782,53,112,-63901,4779501,571203,571536,1083802,0.27,1.38,14.32,16.63,14.86,-4.5,70.76,22.69,36.32,105155,3.11,18558,60508,2506,112237,928355,158906
2023-03-06,Marketing,436200,460860,77061,273565,47100,165448,25704,237425,29592,-43266,218405,57165,13176,25,80,59547,4693591,3780245,2973165,526687,0.55,1.4,-18.86,6.58,7.28,11.02,61.63,26.99,5.27,227822,3.03,44945,132591,44,79584,875511,51201
2023-03-07,Marketing,449244,436499,68287,37660,41486,120327,44147,50703,192460,-37157,490207,28059,143802,95,38,137443,1976220,3225174,1918080,1999983,1.65,2.76,9.29,-7.7,-9.53,19.25,73.19,11.66,32.33,107823,7.11,157426,119749,3411,77408,366055,141388
2023-03-08,Marketing,191684,467340,190687,291831,52114,55669,23083,317785,104239,68774,941671,74578,31447,119,21,242994,2638533,656668,2654743,1795051,2.65,2.74,-14.93,47.9,13.04,10.61,63.12,33.88,17.06,229103,4.95,64378,271516,211,61413,388605,418230
2023-03-09,Marketing,366906,286110,47352,86307,68801,32919,58948,140567,113147,85191,177007,96228,100956,118,37,63756,491732,279641,1664868,1412679,1.17,0.78,15.5,32.74,17.28,3.07,17.06,38.52,18.08,294895,8.38,165662,14339,4839,46301,756421,174035
2023-03-10,Marketing,221449,533587,162779,231814,83329,39690,63171,155157,22645,-43453,140110,94122,98075,90,89,147918,160259,2948956,85932,1717486,0.19,0.63,26.32,-7.16,11.48,19.83,52.83,17.99,12.88,15422,3.29,115893,203770,4624,166832,385324,85687
2023-03-11,Marketing,265949,454065,71857,233308,108586,100758,110607,339967,255382,63164,177069,194605,75068,23,57,93329,1882131,1471815,1013223,950298,0.55,3.46,4.53,-6.26,-1.95,6.31,74.13,46.32,27.4,100903,8.52,160092,181324,3306,194117,238895,400979
2023-03-12,Marketing,477562,497242,167487,247536,57684,9111,79267,388751,49032,1410,455808,154493,117282,38,35,201124,3989813,1089338,1264802,428299,2.85,1.74,-19.38,33.72,12.7,7.82,35.97,10.45,8.14,312001,3.82,172162,66324,1622,113060,571399,309327
2023-03-13,Marketing,235719,345507,92162,278714,127871,131298,61164,89847,285456,-32363,760322,69595,198423,76,101,-47519,3702697,793814,823165,1289570,0.27,1.09,-14.72,-8.16,-6.56,-0.4,48.71,43.09,32.85,233656,4.99,125774,187972,3982,192426,818954,287890
2023-03-14,Marketing,76542,278984,138678,16038,29541,54893,-13209,300575,20224,-18056,234154,33277,188705,67,29,130870,128535,1167223,200836,1245749,0.9,0.94,-21.0,-1.31,19.23,7.52,35.93,18.74,37.01,324947,4.88,67904,88697,3693,124964,219469,144915
2023-03-15,Marketing,440176,352857,80806,60435,12135,98787,105392,311263,247333,74274,399868,46468,156502,30,94,245668,3199729,1243398,1872482,1730391,1.84,2.48,21.63,37.41,13.52,12.71,63.23,49.17,10.89,380611,7.87,91698,247333,4204,97022,986531,127300
2023-03-16,Marketing,416039,157213,177217,258346,103750,122877,75246,104014,218617,55988,653340,136220,181808,96,66,-50095,2892847,803646,154851,232144,2.6,2.42,-16.58,46.93,-2.07,7.76,18.76,32.5,7.73,153453,3.17,55565,211155,2539,35404,185355,203689
2023-03-17,Marketing,155813,472851,111927,247537,77088,186837,129438,91794,263056,45424,995973,90100,21907,55,77,226083,1738089,2775342,2275724,193996,0.23,0.76,-11.49,25.21,2.24,8.06,59.42,21.9,27.6,314308,7.52,115508,256032,3116,166118,512013,73237
2023-03-18,Marketing,106849,467575,26142,168561,88967,114909,-19807,390762,211531,18298,532210,187911,8046,25,89,-85574,2914457,1161497,1034870,1436977,0.43,2.04,-11.17,49.12,5.81,5.41,63.31,17.23,8.01,109466,4.32,190092,270013,4465,118138,600338,86208
2023-03-19,Marketing,255185,64256,44154,16015,129566,103393,45419,72689,153105,-26598,788115,194998,183220,25,55,-7412,4781052,2359962,1360702,1848100,1.38,2.58,-18.39,23.71,9.86,12.22,64.21,18.27,31.55,157893,8.69,145407,170013,2118,193526,722943,221821
2023-03-20,Marketing,123146,77051,143665,81595,126564,172524,1555,35560,100960,83984,177883,15304,103950,14,95,76905,1793258,2458989,764494,1949753,0.75,3.34,19.3,48.12,1.11,11.85,47.38,32.29,35.64,336601,3.93,160872,170240,1307,171694,754557,257891
2023-03-21,Marketing,277243,237368,131581,291049,61694,109629,112395,260719,267908,-20962,448659,133279,199867,115,115,225295,817659,546965,945971,835528,1.51,2.71,-25.82,42.18,18.1,15.63,57.33,22.52,27.45,379531,9.79,196758,83749,3673,180749,256483,257209
2023-03-22,Marketing,419599,413826,166068,29146,113505,80736,22888,248642,107448,38578,796099,51327,87988,68,45,143627,1370673,2108173,2015947,1808481,2.28,1.76,-27.24,15.6,13.48,1.98,60.54,31.72,18.93,89404,7.83,99030,25527,1589,156796,719757,50185
2023-03-23,Marketing,218087,401091,171555,275942,6125,130313,134419,328038,272557,33690,216361,135701,135540,34,24,125955,1217723,719720,1870648,412017,0.46,3.21,6.17,-5.79,0.3,14.53,19.18,12.52,30.51,40851,9.61,155918,263403,2979,127685,44585,124469
2023-03-24,Marketing,94986,506997,54679,23663,92930,132358,98492,256934,298563,88420,125995,52845,175507,100,90,222724,2004720,2604596,670523,1158867,2.78,3.1,-2.68,40.09,9.57,1.79,66.16,15.41,13.5,113151,1.35,99605,90139,392,24950,677531,127414
2023-03-25,Marketing,455484,373480,157666,118957,74320,13281,137731,56517,25516,75826,690447,33911,175244,62,119,203128,4014122,2837395,178641,1142999,1.53,1.08,27.15,-9.14,16.0,0.74,34.76,18.01,38.57,318446,5.24,152927,78024,4990,136330,550079,67021
2023-03-26,Marketing,443441,463611,63744,127554,86429,83376,42532,40526,109598,38382,333968,133950,75724,25,98,64394,706195,3588709,2732278,70711,1.86,0.81,-11.4,12.26,-2.04,14.76,54.54,25.78,22.04,285224,5.8,86859,74979,2692,117869,911399,167766
2023-03-27,Marketing,178573,226216,151813,65589,91012,129222,4270,39889,240836,76256,627318,114973,147105,109,74,188715,4844762,3957629,2495144,1579960,2.08,2.24,24.44,-8.21,-5.94,0.09,41.9,31.83,13.41,212396,8.76,186931,53100,4832,194045,648648,349275
2023-03-28,Marketing,426211,479152,116622,220200,60847,167913,-10319,329855,198758,-4583,645386,86797,110911,21,57,11183,562151,2905711,438423,1267272,2.42,3.25,-23.85,27.25,23.53,17.24,44.0,9.16,29.5,99196,7.75,117399,243258,4707,108787,20280,350531
2023-03-29,Marketing,306590,93602,148537,255927,79248,37014,138257,33552,173293,39826,718765,178825,175243,60,58,-54528,2806728,1150587,290233,1970026,2.67,1.29,29.25,-7.07,0.66,10.76,11.63,29.25,16.93,76889,4.72,108190,163045,650,169533,225578,174356
2023-03-30,Marketing,322728,452592,44345,193890,91862,161898,143813,53205,228918,20212,817039,185933,189092,76,81,-5827,2491711,2136569,2647662,1946088,0.11,1.82,-22.19,36.76,5.36,18.88,15.8,7.23,26.65,231861,6.3,102775,130828,2104,189222,809766,63504
2023-03-31,Marketing,130580,489682,61649,184757,46242,108151,6823,108162,115939,6402,730065,143392,120921,78,62,-52613,3431126,1535288,2254719,1362042,2.31,0.71,26.88,41.48,6.87,8.53,36.87,14.89,11.37,236337,6.12,91829,156588,3621,74869,483376,244546
2023-04-01,Marketing,174438,81274,171103,246513,78228,76563,49440,330992,297473,60093,110375,171201,58096,16,93,244240,4213226,2294233,1285391,517865,1.08,0.81,22.98,43.62,15.18,15.57,28.49,12.51,27.12,465857,4.48,89671,98818,1185,39639,702030,165454
2023-04-02,Marketing,220832,384336,32525,280590,99788,81934,64056,376460,90436,65980,651677,184480,31645,108,82,-16351,3290211,1267260,2988596,1525067,2.64,2.82,0.76,42.27,5.22,5.55,25.23,43.73,22.23,347736,4.03,173877,60407,3745,130868,342221,193545
2023-04-03,Marketing,482040,99143,167642,103459,11120,106288,12701,114130,118342,7578,540230,48398,163706,95,48,40179,4717454,648228,1572474,390331,1.65,0.76,-16.32,30.87,3.99,8.59,59.82,39.14,40.0,278839,9.91,109959,107747,1644,189483,547913,193839
2023-04-04,Marketing,358567,225900,133735,224588,147466,119582,122526,205217,92902,-16503,185609,34916,130287,42,97,24671,2153350,3239198,2731964,1152850,2.84,0.59,6.73,41.76,0.46,11.16,10.09,18.6,24.76,363774,2.68,70000,180627,427,167460,255800,129566
2023-04-05,Marketing,429729,491734,32814,101690,83265,94332,-19807,163608,104739,-17651,494229,28277,152893,86,87,225968,3646091,484545,2150692,1465194,0.36,2.81,-14.37,-16.92,22.29,12.08,10.08,7.83,39.02,349320,9.87,18909,82314,2782,32417,871586,222785
2023-04-06,Marketing,492234,139411,103351,229062,54221,71597,-4792,341838,217924,46175,199285,15999,10183,25,79,148331,4257205,3330083,865657,1741631,1.83,1.69,-24.83,1.09,4.88,2.15,68.58,34.27,20.39,190846,4.24,103511,30112,4355,90557,321425,161939
2023-04-07,Marketing,499276,96898,187437,227699,36041,173135,42728,204064,265946,41739,374150,198703,97223,97,38,113228,270668,2654559,2398390,541250,2.16,2.73,26.66,20.77,23.73,6.64,67.1,37.87,27.87,213764,3.18,10681,270001,546,190958,866155,338537
2023-04-08,Marketing,100687,431379,127564,35063,7766,9274,49545,152434,267487,-32568,666262,143660,18626,33,45,268165,1331461,392516,1132810,1147397,0.14,2.89,-3.27,-14.98,-9.22,19.36,17.15,24.32,28.38,363477,3.12,160097,48879,3737,126541,135660,325423
2023-04-09,Marketing,314358,532398,79791,134032,117266,53746,75381,378722,128395,-17134,332584,44213,139268,72,54,228817,3446701,1601115,228921,1424530,2.16,3.49,-23.77,-5.0,18.7,6.73,68.14,21.79,14.96,411685,6.52,84990,45410,494,117859,225094,214497
2023-04-10,Marketing,361531,549778,146714,31413,55343,110684,148953,41093,183576,-36129,932367,159088,186674,42,16,130437,4646350,1302498,1293322,974476,2.48,3.17,-10.77,-7.46,21.51,11.43,23.86,39.04,28.71,77909,3.84,126409,96246,4300,80409,705856,225117
2023-04-11,Marketing,334041,393646,145151,200756,25871,93498,24153,131362,21453,5280,982678,24839,119707,24,89,123650,3596195,3497955,2940664,137208,1.16,0.72,-3.47,-11.96,3.75,14.32,56.12,45.55,14.87,270342,7.14,132923,97387,1880,43615,343086,473846
2023-04-12,Marketing,82883,511268,31572,44440,94182,25800,26923,84824,155695,47727,424096,116121,151171,32,56,61377,4364765,1845251,2682901,754734,2.83,1.78,12.95,-13.31,10.16,16.52,75.97,13.77,6.42,184547,8.54,157795,80543,1660,98855,973839,434387
2023-04-13,Marketing,138668,433577,93293,245691,99470,10230,124180,243068,21268,-36208,981714,149415,100007,107,91,197298,4632499,1332457,591762,1093880,0.92,2.99,1.0,11.1,2.28,-2.5,59.58,48.01,37.99,480961,6.14,107903,106363,1701,50634,316073,464831
2023-04-14,Marketing,484789,500524,29988,267813,132727,192181,110161,383020,226747,80359,375376,80065,48532,45,26,67087,3356119,623135,1129900,1963990,1.94,0.66,10.15,30.96,11.62,18.02,58.22,38.28,11.62,450839,5.23,103601,109818,1724,124760,739785,166040
2023-04-15,Marketing,439328,368052,106045,137804,135340,56574,40208,86205,105172,44425,588998,132369,138888,118,93,32244,2391651,3590282,641504,1738382,2.94,2.34,9.32,22.26,13.38,18.37,64.52,21.12,12.73,192791,5.69,13085,47324,2603,94090,532353,215002
2023-04-16,Marketing,320752,481974,61559,226522,144456,190916,25479,153413,75287,-28338,461879,184930,62613,39,75,-13405,3435507,1201702,709267,950665,2.8,1.55,-14.48,-10.23,21.83,14.99,41.17,48.27,20.81,446855,2.73,84400,205986,1321,56959,479808,184120
2023-04-17,Marketing,402888,232537,186554,61185,13950,199925,12144,228857,299815,80657,220372,199743,174947,117,73,-62623,3920992,1170597,640165,95467,0.27,1.26,25.17,14.89,1.46,10.1,16.86,12.26,34.68,149393,6.56,62199,168275,4598,153792,773486,203518
2023-04-18,Marketing,199869,328184,195914,43310,11809,196663,111288,243601,133807,-7201,17468,73821,186380,93,12,250478,1630131,2218155,1508923,1637860,1.78,1.07,-13.51,18.83,7.78,-2.38,31.64,9.43,34.89,199910,5.24,121474,159481,3336,35554,650049,273757
2023-04-19,Marketing,94219,427152,91558,191922,137295,127074,8962,358131,132614,64708,136083,19593,65516,75,78,226978,4986881,3386848,1727939,492960,2.4,2.65,28.48,-3.3,14.24,19.1,60.5,47.68,10.85,366242,6.06,131407,34264,4194,25904,99666,260934
2023-04-20,Marketing,368844,90232,93050,212397,140139,36726,103139,242667,232422,5727,280924,159097,69326,47,116,189350,1885362,1130193,2489772,1617415,2.86,0.71,-21.73,-7.99,16.42,3.71,28.19,42.2,39.01,97227,4.94,136987,165006,3666,37280,577528,179093
2023-04-21,Marketing,72974,236978,118065,281630,42352,28254,83580,122978,180576,-22095,179695,189795,102923,99,114,158072,3829454,1848381,1492969,545942,0.98,3.4,-14.82,33.99,-1.82,-4.15,17.43,37.88,31.18,125441,3.44,29172,172293,1768,159222,655011,385936
2023-04-22,Marketing,158236,506867,133330,45082,138757,161571,139495,66439,46629,72964,947259,20020,154864,97,117,85616,1077917,2104060,1912300,1026632,1.87,1.43,28.39,-4.83,-7.77,-2.03,36.23,24.22,16.22,346031,7.39,120748,250158,2241,81636,91316,155631
2023-04-23,Marketing,182816,226771,27323,138981,112330,168682,-17468,325313,248171,-27259,533935,63874,132883,15,47,196545,2549041,3097739,1174373,1551080,1.09,2.08,-12.02,38.14,-1.43,19.62,47.5,49.7,10.71,190538,1.8,164636,30220,4242,75054,772952,366117
2023-04-24,Marketing,248585,415791,100300,99687,67474,144957,26255,155144,295147,27731,972158,90868,189565,16,82,156949,3123671,3899888,2239623,1581292,1.28,0.76,-20.85,26.55,20.18,17.77,77.84,37.86,32.5,141364,2.41,129138,251943,93,102969,995372,451035
2023-04-25,Marketing,186904,182208,81143,89043,44719,27485,10109,308195,111033,16923,176329,47473,155686,63,89,297571,4497434,2789314,2843128,297728,1.25,0.97,16.81,-8.38,11.97,-4.64,73.89,13.02,31.03,315047,3.88,65141,176244,4059,120225,946794,178928
2023-04-26,Marketing,361967,82563,84230,179252,56319,51145,138950,364020,227597,82461,15845,62798,92352,90,88,-84419,980814,563109,1009129,600491,2.81,2.03,-13.33,-18.8,-5.67,3.39,21.31,24.39,18.89,209358,9.61,54920,281971,1764,187309,911441,122446
